"No.","Time","Source","Destination","Protocol","Length","Channel","RSSI (dBm)","CRC","Info"
"1","0.000000","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","63","39","-101","Incorrect","ADV_NONCONN_IND"
"2","0.041178","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","62","37","-85","OK","ADV_NONCONN_IND"
"3","0.058329","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","62","38","-94","OK","ADV_NONCONN_IND"
"4","0.410303","c8:a5:cd:c0:66:8f","<broadcast>","BLE ADV","63","39","-66","OK","ADV_NONCONN_IND"
"5","0.447354","c8:a5:cd:c0:66:8f","<broadcast>","BLE ADV","62","37","-64","OK","ADV_NONCONN_IND"
"6","0.466169","c8:a5:cd:c0:66:8f","<broadcast>","BLE ADV","62","38","-63","OK","ADV_NONCONN_IND"
"7","0.485071","c8:a5:cd:c0:66:8f","<broadcast>","BLE ADV","62","39","-66","OK","ADV_NONCONN_IND"
"8","0.503703","49:db:6e:a0:a0:cd","<broadcast>","BLE ADV","56","37","-99","Incorrect","ADV_IND"
"9","0.524040","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","63","38","-73","OK","ADV_NONCONN_IND"
"10","0.542392","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","63","39","-79","OK","ADV_NONCONN_IND"
"11","0.560745","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","63","37","-77","OK","ADV_NONCONN_IND"
"12","0.578559","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","63","38","-76","OK","ADV_NONCONN_IND"
"13","0.596252","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","63","39","-74","OK","ADV_NONCONN_IND"
"14","0.613635","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","62","37","-71","OK","ADV_NONCONN_IND"
"15","0.631283","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","62","38","-73","OK","ADV_NONCONN_IND"
"16","0.647645","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","62","39","-79","OK","ADV_NONCONN_IND"
"17","0.665837","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","62","37","-77","OK","ADV_NONCONN_IND"
"18","0.682520","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","62","38","-77","OK","ADV_NONCONN_IND"
"19","0.701662","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","62","39","-74","OK","ADV_NONCONN_IND"
"20","0.720834","49:db:6e:a0:a0:cd","<broadcast>","BLE ADV","56","37","-97","OK","ADV_IND"
"21","0.740106","49:db:6e:a0:a0:cd","<broadcast>","BLE ADV","56","38","-97","OK","ADV_IND"
"22","0.942452","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","63","39","-100","OK","ADV_NONCONN_IND"
