"No.","Time","Source","Destination","Protocol","Length","Channel","RSSI (dBm)","CRC","Info"
"1","0.000000","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","63","37","-79","OK","ADV_NONCONN_IND"
"2","0.009727","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","63","38","-76","OK","ADV_NONCONN_IND"
"3","0.019136","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","63","39","-76","OK","ADV_NONCONN_IND"
"4","0.036929","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","62","37","-80","OK","ADV_NONCONN_IND"
"5","0.046672","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","62","38","-76","OK","ADV_NONCONN_IND"
"6","0.055773","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","62","39","-76","OK","ADV_NONCONN_IND"
"7","0.308278","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","63","37","-76","OK","ADV_NONCONN_IND"
"8","0.318400","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","63","38","-89","OK","ADV_NONCONN_IND"
"9","0.328258","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","63","39","-96","OK","ADV_NONCONN_IND"
"10","0.341506","c8:a5:cd:c0:66:8f","<broadcast>","BLE ADV","62","37","-61","OK","ADV_NONCONN_IND"
"11","0.353247","c8:a5:cd:c0:66:8f","<broadcast>","BLE ADV","62","38","-67","OK","ADV_NONCONN_IND"
"12","0.363764","c8:a5:cd:c0:66:8f","<broadcast>","BLE ADV","62","39","-69","OK","ADV_NONCONN_IND"
"13","0.372674","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","62","37","-76","OK","ADV_NONCONN_IND"
"14","0.381778","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","62","38","-89","OK","ADV_NONCONN_IND"
"15","0.391121","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","62","39","-96","Incorrect","ADV_NONCONN_IND"
"16","0.400138","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","63","37","-72","OK","ADV_NONCONN_IND"
"17","0.410083","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","63","38","-92","OK","ADV_NONCONN_IND"
"18","0.419658","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","63","39","-83","OK","ADV_NONCONN_IND"
"19","0.429045","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","62","37","-72","OK","ADV_NONCONN_IND"
"20","0.437913","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","62","38","-86","OK","ADV_NONCONN_IND"
"21","0.446680","e7:0d:93:f0:49:92","<broadcast>","BLE ADV","62","39","-83","OK","ADV_NONCONN_IND"
"22","0.495250","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","63","37","-75","OK","ADV_NONCONN_IND"
"23","0.504232","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","63","38","-73","OK","ADV_NONCONN_IND"
"24","0.511039","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","63","39","-74","OK","ADV_NONCONN_IND"
"25","0.531339","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","62","37","-76","OK","ADV_NONCONN_IND"
"26","0.538667","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","62","38","-74","OK","ADV_NONCONN_IND"
"27","0.549108","d8:07:9f:bb:65:8e","<broadcast>","BLE ADV","62","39","-74","OK","ADV_NONCONN_IND"
"28","0.799979","c8:a5:cd:c0:66:8f","<broadcast>","BLE ADV","63","37","-63","OK","ADV_NONCONN_IND"
"29","0.807948","c8:a5:cd:c0:66:8f","<broadcast>","BLE ADV","63","38","-67","OK","ADV_NONCONN_IND"
"30","0.816622","c8:a5:cd:c0:66:8f","<broadcast>","BLE ADV","63","39","-71","OK","ADV_NONCONN_IND"
"31","0.824810","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","63","37","-77","OK","ADV_NONCONN_IND"
"32","0.831630","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","63","38","-86","OK","ADV_NONCONN_IND"
"33","0.838879","e0:30:8c:37:69:5a","<broadcast>","BLE ADV","63","39","-92","OK","ADV_NONCONN_IND"
